10,54,56,60,29,30,2,52,4,55,11,22,59,34,0,5,43,32,48,42,46,28,6,20,3,25,9,27,1,44,21,15,51,7,40,14,49,24,45,58,47,18,41,8,26,33,50,13,53,12,23,35,61,16,39,31,63,19,36,17,62,38,37,57
53,20,25,2,21,43,7,14,11,42,33,0,44,38,45,47,28,3,50,59,9,49,32,36,16,63,5,56,48,10,17,23,37,15,55,29,31,35,12,22,51,4,60,34,52,24,13,58,18,61,1,8,6,19,46,26,54,41,27,39,57,30,62,40
13,53,18,45,41,54,4,62,47,50,22,11,33,9,44,21,32,48,43,42,26,59,52,46,28,20,6,7,3,2,14,37,5,17,24,27,49,56,39,57,60,30,25,36,10,16,15,1,63,34,55,38,23,35,51,29,8,58,40,12,0,61,19,31
37,54,20,51,30,63,55,40,15,53,26,56,5,28,60,3,12,52,16,50,18,39,29,32,38,45,44,33,47,41,57,7,1,43,6,9,49,17,58,31,22,24,36,13,42,25,11,2,35,27,0,10,23,19,48,8,4,61,59,21,62,34,14,46
0,45,49,12,8,51,60,53,35,47,4,11,16,56,6,28,36,63,37,46,59,61,34,42,13,48,7,52,24,10,54,38,32,22,18,27,33,30,44,62,1,58,43,2,25,19,23,57,55,40,50,31,41,5,21,3,29,9,15,14,26,39,20,17
7,27,59,34,61,41,56,58,29,32,60,51,18,55,23,2,48,15,40,53,13,3,31,20,62,57,4,9,26,24,43,49,44,11,45,8,30,28,5,52,42,38,47,50,37,10,22,35,25,16,54,39,46,19,17,14,33,1,6,0,21,63,12,36
46,49,28,5,41,34,10,50,51,31,9,30,36,18,53,48,1,29,23,21,52,35,4,37,42,12,55,54,24,0,7,61,3,27,15,47,43,59,8,2,20,33,32,56,57,22,14,45,40,13,19,63,6,62,17,25,38,60,16,44,39,58,26,11
14,61,23,25,46,51,20,62,55,6,8,18,56,31,2,28,53,38,57,34,43,47,63,36,35,10,40,41,17,22,21,13,29,16,27,5,59,19,39,49,42,15,32,33,48,11,4,1,7,44,54,24,52,37,9,12,3,0,60,58,50,26,45,30
51,14,33,12,41,43,60,10,28,59,35,36,6,9,42,63,3,57,55,15,30,40,24,18,27,21,29,7,49,16,47,22,34,13,44,45,46,32,4,37,19,5,53,0,23,26,2,8,56,11,1,58,25,50,20,48,62,31,17,54,52,39,38,61
56,42,38,23,27,19,61,10,35,54,25,0,51,39,6,33,47,4,26,53,31,8,21,43,29,1,18,5,14,40,11,22,20,30,2,12,7,15,60,16,34,63,49,44,24,37,52,55,50,45,28,58,17,32,9,41,36,3,13,48,59,62,57,46
28,21,50,38,61,4,62,19,40,49,8,22,54,63,26,6,30,46,18,60,24,56,29,12,33,11,47,39,15,25,52,32,27,34,35,0,7,9,44,20,37,1,31,43,17,48,55,14,13,57,10,3,51,58,59,5,53,42,36,45,41,2,16,23
58,31,8,0,13,10,4,45,17,32,50,29,39,15,22,9,5,33,36,16,18,19,40,43,2,12,62,6,20,46,21,60,28,14,57,11,41,25,37,7,47,56,44,38,24,30,27,42,52,35,53,51,59,3,54,26,49,63,23,55,61,34,1,48
3,22,35,29,43,18,61,46,34,50,33,47,53,54,30,57,36,20,37,56,62,39,59,16,40,2,10,45,51,44,11,55,48,32,38,41,28,63,8,7,19,6,52,13,17,42,9,1,49,14,58,24,31,23,27,26,15,60,21,12,5,0,25,4
14,17,31,0,27,34,38,30,59,16,9,63,43,50,22,19,5,57,62,37,32,2,35,8,25,3,58,56,54,40,52,1,46,4,28,44,11,13,51,23,47,55,33,29,20,24,36,7,18,45,21,53,26,60,10,6,49,41,39,48,42,61,12,15
54,60,16,2,52,25,0,20,5,49,35,23,31,33,51,36,46,47,4,27,21,62,24,38,41,53,1,63,22,28,32,34,58,14,44,45,13,15,48,9,57,8,17,43,29,19,6,11,59,40,30,12,7,56,61,18,39,42,10,37,50,3,55,26
49,23,20,2,51,58,8,18,46,54,25,27,37,7,15,38,11,29,41,6,13,5,30,42,10,14,45,50,55,39,26,1,40,48,12,52,47,56,32,33,63,24,34,31,22,0,17,4,62,60,35,16,36,44,21,57,43,19,53,3,9,61,28,59
61,20,8,26,46,6,63,0,50,14,15,43,49,29,2,56,42,45,7,58,19,16,11,47,35,21,13,53,34,9,44,22,18,38,4,10,12,57,59,36,1,33,5,23,24,37,32,25,17,39,40,48,51,60,3,62,54,27,41,52,30,28,31,55
44,11,58,25,35,0,7,37,52,14,6,32,45,63,33,2,10,61,49,50,23,17,57,60,24,34,29,42,13,12,5,27,48,21,30,3,26,41,55,9,59,31,62,46,15,56,36,16,8,38,1,4,51,28,18,19,20,53,43,47,54,40,39,22
28,40,16,54,51,33,15,44,35,34,46,36,43,49,38,45,25,30,11,20,57,48,53,31,4,27,7,60,61,26,37,9,47,0,58,1,8,13,18,42,17,21,2,14,32,62,50,19,22,41,56,3,6,12,10,59,29,52,39,24,55,63,5,23
61,59,56,32,29,38,51,54,11,31,4,62,40,53,22,0,28,47,37,42,58,18,17,21,35,26,57,23,6,24,13,48,30,16,50,44,45,55,14,33,36,49,3,46,60,41,52,8,12,5,10,7,63,9,1,43,2,20,15,39,25,27,19,34
29,7,9,24,32,18,37,11,1,5,56,58,10,45,38,15,44,55,59,48,31,12,34,51,36,2,8,47,23,6,52,17,42,49,27,14,26,28,40,16,53,62,22,13,63,60,57,41,50,20,46,4,54,0,43,19,61,39,3,35,21,25,30,33
54,20,17,56,28,49,50,44,6,25,46,61,0,31,34,30,14,40,29,24,60,53,16,37,47,36,7,62,3,39,51,48,55,33,15,9,42,23,43,21,19,13,18,52,58,10,35,27,2,45,57,38,63,5,22,11,1,59,32,8,26,12,41,4
7,21,53,26,31,8,49,61,19,47,40,25,17,10,12,36,54,51,57,22,37,14,41,52,48,13,5,42,35,38,39,34,2,32,23,55,56,60,15,29,46,27,6,4,45,63,24,3,0,50,28,16,43,59,58,44,18,30,62,20,9,33,11,1
14,30,16,57,23,21,1,46,13,50,38,20,6,32,2,0,34,61,55,11,33,35,9,28,22,43,40,19,59,3,8,62,37,15,31,18,5,54,25,36,45,12,49,63,60,26,29,52,39,56,10,53,51,24,48,58,44,7,47,42,17,41,27,4
42,26,63,31,23,15,39,57,16,6,34,27,24,60,44,51,45,19,47,5,50,2,52,4,35,7,1,29,21,40,37,13,33,3,56,28,59,43,54,11,20,38,62,25,17,49,0,8,30,53,61,14,58,12,18,46,9,36,10,48,41,22,32,55
52,34,9,25,54,21,20,37,51,47,41,2,1,33,39,60,19,45,12,56,38,13,11,61,59,63,16,48,31,55,62,49,7,17,57,46,24,35,15,5,6,32,22,18,23,43,30,40,50,42,3,58,8,4,26,29,10,44,28,53,27,0,36,14
34,27,41,38,26,36,16,5,6,1,13,22,33,7,51,4,46,20,52,9,53,47,23,14,25,11,55,42,49,37,61,24,56,40,21,19,8,44,59,54,15,2,60,63,31,57,0,29,43,45,17,3,48,39,62,58,30,32,50,18,10,12,35,28
54,10,16,12,14,36,57,60,11,1,39,38,43,20,55,8,28,61,34,59,48,13,29,33,44,0,18,62,40,23,25,19,9,41,26,17,3,35,30,22,42,15,46,52,7,32,27,56,50,37,49,51,31,47,63,4,58,24,2,21,6,53,45,5
15,22,50,48,10,23,3,20,58,29,57,2,18,43,47,37,13,9,35,54,32,6,34,1,38,42,25,62,17,5,59,46,31,45,44,49,56,7,21,19,41,36,16,4,51,55,12,61,39,60,27,63,30,8,14,26,0,52,40,24,11,28,53,33
25,58,5,20,24,34,52,59,22,11,31,1,8,63,50,26,55,0,62,3,48,9,28,44,18,15,54,19,37,46,60,53,49,27,38,35,57,7,51,13,45,14,41,33,47,4,6,10,56,43,12,36,30,40,42,2,32,23,39,16,17,29,21,61
15,27,7,4,44,63,9,59,25,43,21,30,37,62,41,2,50,16,26,31,23,12,54,48,28,49,18,14,29,32,57,36,22,38,17,35,60,42,51,8,46,55,58,5,61,40,53,34,6,10,3,1,33,56,19,24,13,52,47,45,20,39,0,11
18,51,57,20,23,35,11,14,36,7,24,17,38,26,6,22,61,12,29,54,50,40,27,43,21,0,60,25,39,9,53,5,49,41,46,3,33,19,59,31,63,44,47,34,13,4,42,1,16,28,15,30,8,2,58,56,52,10,48,55,62,32,37,45
4,42,50,49,1,32,45,17,47,57,15,36,41,62,11,23,46,27,14,56,7,9,2,12,34,58,16,21,0,43,28,55,60,8,10,25,59,38,44,52,29,63,20,22,30,31,6,51,40,53,61,39,18,37,33,3,48,19,35,13,5,54,26,24
36,11,57,14,38,43,16,20,63,35,13,37,4,25,7,31,48,26,0,50,34,21,19,42,8,61,10,46,32,12,23,54,5,44,47,56,28,45,51,27,60,3,62,58,41,39,52,30,18,17,22,33,29,53,40,6,59,1,9,15,49,2,24,55
23,33,14,2,30,58,20,28,9,21,0,46,34,15,29,10,55,59,51,61,32,17,7,44,63,43,13,56,42,62,48,18,5,1,22,4,47,3,24,8,57,25,50,45,37,40,35,19,11,52,38,49,54,31,53,39,12,60,16,6,27,41,26,36
32,36,11,40,27,15,13,17,31,55,19,29,23,6,48,39,49,5,62,10,54,45,4,35,51,53,2,59,18,50,22,46,3,24,52,20,42,61,16,12,57,44,1,25,63,8,9,47,14,41,37,56,28,58,38,7,26,0,30,60,43,34,21,33
36,29,57,27,17,5,42,26,7,6,35,13,33,34,18,20,38,3,10,2,16,58,15,24,63,56,22,4,0,28,14,62,39,37,45,59,41,40,19,54,9,44,52,47,50,32,1,49,31,8,51,25,46,21,60,61,23,55,48,12,30,43,11,53
7,32,24,42,2,28,47,56,22,26,19,1,31,0,45,63,10,48,23,30,39,60,62,6,38,35,44,40,14,15,4,51,9,27,41,55,50,33,53,20,54,58,34,46,29,25,5,13,52,16,57,21,11,61,59,12,36,17,3,43,18,8,49,37
17,47,55,38,53,52,18,20,13,31,41,26,62,12,16,30,7,63,56,3,25,57,33,21,27,49,48,6,2,36,37,22,40,42,29,24,59,60,28,61,43,50,35,46,0,44,19,5,11,39,4,58,45,23,32,14,10,1,15,51,54,9,34,8
44,60,22,14,40,63,19,61,11,51,6,0,46,20,30,25,12,45,9,43,27,52,36,54,13,37,18,39,10,24,47,16,31,59,3,4,33,5,17,55,26,29,49,21,58,1,8,56,34,7,48,35,23,50,2,15,62,32,41,57,53,38,28,42
11,3,27,29,36,42,0,8,13,63,62,55,59,56,30,15,26,28,54,25,61,10,4,22,5,9,34,7,19,57,39,44,33,58,20,2,49,45,23,17,47,46,48,52,14,12,43,21,51,37,53,6,35,1,40,31,24,38,41,50,60,32,16,18
43,19,3,35,25,30,13,34,40,54,0,15,29,51,48,57,56,12,58,44,55,1,11,46,37,24,33,47,27,39,42,5,63,26,62,2,52,8,23,21,18,31,36,45,17,16,4,20,60,22,7,14,28,38,61,9,6,59,41,32,53,10,49,50
18,25,55,29,12,60,4,51,45,40,57,10,44,17,6,37,16,62,8,24,26,32,0,20,54,23,19,36,5,42,22,39,35,43,13,59,41,15,11,56,21,47,9,61,34,14,49,3,31,53,33,63,7,2,1,52,30,50,48,38,27,28,46,58
