43,17,6,9,20,32,62,4,15,34,23,10,35,1,0,59,12,49,45,36,25,19,51,50,22,39,41,8,13,55,46,2,52,63,47,3,24,33,48,57,27,40,14,38,11,31,5,53,56,42,28,26,21,29,44,16,61,30,7,37,54,58,60,18
45,21,59,0,62,42,32,40,3,19,38,49,16,44,24,39,57,9,25,54,27,55,43,51,13,18,1,2,37,12,41,4,30,20,35,53,23,5,52,33,63,10,50,22,8,31,17,7,6,15,29,47,28,26,56,11,14,60,58,61,48,34,46,36
23,27,21,36,46,10,51,11,48,49,17,25,52,43,0,31,56,28,9,8,30,41,32,22,14,53,59,47,57,24,15,1,44,3,50,58,13,33,63,42,38,39,6,26,4,55,7,60,2,62,12,34,19,20,37,16,29,61,18,5,54,35,45,40
35,55,34,58,60,6,8,4,17,30,47,46,37,13,5,63,15,23,19,31,54,29,11,45,16,62,18,20,43,9,57,40,49,1,10,53,24,21,38,56,0,3,7,12,36,2,39,44,33,28,48,59,27,22,51,42,41,52,26,50,25,61,14,32
45,61,18,10,56,58,60,44,49,6,21,17,33,11,8,37,4,31,13,46,29,23,25,41,12,43,36,20,14,0,28,50,35,39,47,38,2,34,55,52,5,9,54,27,19,57,40,22,59,48,51,32,1,42,30,53,7,16,15,24,63,3,62,26
10,61,22,4,60,42,62,50,5,57,27,26,45,0,52,49,13,23,1,8,32,7,18,30,20,63,38,17,35,51,53,31,47,37,14,41,25,19,12,56,55,21,3,58,34,29,44,59,48,2,11,6,40,54,28,36,33,24,39,15,16,9,46,43
16,62,4,41,7,11,40,45,42,19,47,51,55,57,48,17,8,46,49,3,22,28,0,52,34,10,18,58,31,12,39,32,25,15,20,2,44,14,60,33,35,27,6,23,53,21,50,24,37,38,5,30,13,59,9,61,36,54,1,56,63,43,29,26
44,6,36,13,19,0,51,4,1,3,46,61,33,59,53,35,49,37,15,58,32,12,28,27,39,17,63,9,14,56,40,10,52,8,11,31,23,54,57,30,24,50,25,16,43,5,34,62,38,47,20,42,26,29,2,22,48,41,45,21,7,55,18,60
48,28,14,42,41,46,34,47,33,27,49,54,8,19,21,18,37,35,10,45,6,57,38,63,50,60,56,59,23,44,43,40,22,32,1,0,20,24,51,61,17,3,12,16,30,29,53,25,13,11,2,9,58,52,36,7,39,15,55,26,5,31,4,62
34,33,60,28,16,14,43,0,54,10,17,24,51,30,59,44,38,53,12,7,23,26,27,35,3,2,11,18,63,8,6,31,1,41,61,32,57,20,19,56,29,37,47,42,25,39,40,36,15,48,4,21,9,58,55,62,49,13,52,50,5,45,22,46
20,45,37,12,18,49,43,26,30,5,57,22,0,58,40,36,3,27,34,61,60,29,31,23,16,54,21,8,11,38,44,59,56,53,62,24,39,51,7,10,14,1,2,15,33,52,13,28,25,48,4,46,35,6,63,32,50,19,55,47,41,9,42,17
