31,58,62,61,8,25,60,15,30,51,36,59,40,24,35,7,23,48,12,19,45,17,4,47,52,14,54,56,50,57,18,5,32,20,42,11,63,28,44,2,37,43,53,39,22,41,13,3,10,1,16,46,34,26,0,6,21,29,55,27,49,9,38,33
0,60,13,50,54,51,6,63,33,47,62,3,35,18,53,16,38,7,45,5,34,10,15,27,28,36,42,57,40,61,24,31,19,32,49,17,2,58,46,4,21,43,14,8,59,30,23,20,25,26,56,9,55,11,22,39,29,41,12,44,48,37,52,1
0,55,24,53,37,26,51,4,43,16,60,52,57,17,28,44,13,9,62,63,12,30,36,19,15,7,10,38,32,23,1,14,35,18,20,42,33,56,40,3,11,49,61,8,27,29,6,39,48,41,54,59,58,50,34,5,46,25,47,22,2,45,21,31
54,62,29,34,36,9,35,52,2,59,41,61,47,51,5,60,25,27,39,48,49,28,21,58,50,44,19,30,31,10,7,1,37,6,14,40,26,63,46,23,53,17,16,42,22,33,4,57,13,15,45,18,8,3,24,55,20,12,56,32,43,38,0,11
15,60,42,33,49,6,18,58,1,50,38,31,17,35,22,5,59,56,19,63,32,8,14,24,30,29,57,55,11,53,4,48,23,34,54,41,40,44,28,27,51,43,10,3,26,37,46,52,62,0,61,36,16,7,13,9,12,47,25,20,2,21,39,45
30,50,16,10,54,19,44,8,43,40,1,62,29,57,42,60,25,38,2,36,39,12,3,52,33,24,13,31,14,37,51,21,34,26,15,11,18,63,46,28,17,48,59,53,27,23,41,58,5,32,47,35,56,55,45,22,20,6,4,7,61,9,49,0
36,40,21,9,45,43,42,23,34,44,59,6,62,60,20,49,2,25,16,51,12,0,30,48,7,3,61,29,19,31,15,4,52,57,24,33,53,13,35,11,26,39,1,50,37,28,54,58,5,17,32,41,18,38,46,27,63,14,56,8,55,47,10,22
36,1,53,45,29,50,31,34,21,26,41,60,49,15,23,22,20,48,19,57,13,51,8,2,18,14,38,4,33,40,47,16,39,10,59,3,52,42,32,61,7,11,6,17,54,28,35,24,5,44,62,63,27,37,12,43,25,56,46,55,9,0,30,58
44,15,26,51,58,39,22,54,2,52,10,63,48,37,14,53,57,5,12,7,9,55,43,29,40,50,36,11,56,6,38,1,49,18,19,59,25,27,23,13,41,35,3,8,60,28,16,30,17,31,32,20,0,33,24,46,62,45,61,47,34,4,21,42
53,33,2,54,38,15,10,56,62,55,17,14,57,0,9,24,43,28,5,51,31,40,22,27,45,11,42,60,19,1,58,20,29,37,6,26,63,41,4,49,13,52,46,39,18,30,35,21,47,8,25,36,7,3,16,23,59,48,34,44,50,12,32,61
