5,13,60,12,11,42,31,39,53,33,10,51,44,4,17,50,49,37,23,15,3,38,6,54,2,7,45,52,16,25,61,32,9,28,14,24,58,29,19,22,30,46,41,47,56,35,1,57,59,21,8,62,27,34,20,55,48,40,18,43,26,63,36,0
52,23,22,11,34,6,24,9,38,48,16,56,35,50,33,30,60,43,8,12,41,18,31,4,36,44,25,55,1,63,40,13,28,45,21,47,61,29,53,19,54,15,10,62,51,14,57,49,39,58,0,37,26,5,7,3,2,42,27,17,20,32,46,59
52,36,11,21,19,24,30,4,51,46,9,61,2,55,31,14,35,58,37,56,49,50,20,42,25,53,54,45,27,63,17,18,48,44,23,57,13,10,60,1,47,38,7,0,8,34,40,33,16,15,22,43,59,39,28,41,32,26,12,6,5,62,3,29
55,0,56,6,43,32,17,63,2,20,8,7,5,21,30,12,10,18,60,16,13,57,58,27,24,49,3,4,19,50,31,33,1,11,9,47,59,40,29,28,34,45,52,23,62,48,14,41,38,37,39,35,42,51,46,36,44,53,15,61,25,26,54,22
21,5,18,53,6,35,44,27,30,7,51,22,9,55,17,47,39,31,1,37,46,59,57,58,42,34,48,8,15,43,36,24,49,61,28,60,10,56,11,0,26,54,19,45,32,3,16,23,29,62,50,25,33,12,13,63,14,20,41,38,40,4,2,52
23,52,34,41,4,46,3,9,19,24,30,13,11,18,29,56,51,49,2,14,62,33,20,63,5,45,47,7,44,28,48,22,0,53,26,25,32,55,57,6,21,54,16,61,15,37,27,1,43,8,38,10,42,60,35,36,31,17,58,12,50,59,40,39
29,57,21,8,7,35,31,5,1,17,47,61,50,63,56,43,9,14,26,38,32,6,53,23,16,54,22,46,33,20,48,45,13,62,49,36,41,51,58,44,18,15,34,11,55,24,12,30,0,37,27,10,59,28,60,4,19,40,42,39,3,25,2,52
46,49,30,1,53,33,59,61,52,44,25,62,37,48,54,16,7,19,6,17,55,2,56,39,9,18,60,58,57,8,21,35,4,15,26,20,42,22,10,5,31,29,36,51,14,63,43,28,13,11,34,47,32,24,3,12,0,41,27,50,45,23,38,40
46,56,18,40,53,49,55,59,63,35,32,60,28,8,54,15,27,45,41,52,5,36,12,58,3,26,38,43,21,16,19,47,39,23,61,33,14,11,50,30,44,42,31,51,4,2,9,22,62,34,48,6,13,25,0,10,37,20,24,7,57,29,17,1
26,57,47,3,61,50,58,5,12,22,15,25,46,51,56,62,37,8,1,18,54,7,53,23,13,45,33,28,2,40,14,29,11,17,35,27,48,10,44,42,32,59,6,49,60,41,52,19,20,24,43,39,55,9,4,30,34,36,38,63,0,16,31,21
38,33,7,17,28,54,25,10,26,16,30,8,55,27,23,6,12,56,19,9,52,20,59,42,35,11,40,60,62,63,36,18,48,4,22,34,24,45,29,41,58,46,44,21,5,39,37,51,43,31,15,53,50,3,47,57,1,49,32,13,14,0,2,61
3,6,20,8,51,47,2,13,34,27,33,18,16,38,60,55,48,57,1,10,12,23,19,9,4,30,22,45,59,52,26,58,61,54,25,40,62,53,42,46,39,7,17,63,15,49,28,43,31,11,14,41,44,35,50,5,32,29,24,21,56,37,0,36
