41,19,52,49,46,42,11,60,63,14,6,35,31,30,17,39,4,16,22,27,24,5,62,47,37,12,1,7,40,34,20,29,21,32,13,36,55,18,50,45,0,3,53,15,28,23,44,33,51,8,54,38,48,61,10,43,26,25,57,9,59,2,58,56
63,12,40,26,7,13,25,49,8,6,50,57,58,11,27,35,23,10,14,16,31,22,41,4,46,19,47,38,5,0,15,37,56,9,39,36,60,20,61,30,43,32,21,2,24,34,3,52,17,51,59,1,45,42,54,29,55,18,33,53,62,28,48,44
53,4,30,42,44,59,15,34,20,41,32,8,26,57,63,50,17,54,49,52,45,29,60,27,56,55,19,12,40,18,24,38,37,31,14,5,39,51,33,22,9,13,6,21,46,48,58,28,25,3,23,61,2,16,10,47,1,7,11,62,43,0,36,35
8,18,53,23,48,11,7,30,52,63,28,26,16,45,15,42,38,9,49,33,55,22,39,60,32,62,12,24,34,14,56,51,4,5,46,1,50,41,40,25,0,44,37,13,10,59,2,43,54,20,29,27,47,21,36,58,3,6,19,35,17,57,61,31
50,15,23,12,43,41,27,45,25,62,6,58,53,57,63,61,8,37,16,14,30,9,21,48,54,31,4,52,1,5,29,39,2,26,33,42,22,35,60,40,46,47,10,17,13,19,55,44,56,7,36,51,20,32,59,3,34,18,38,28,49,24,11,0
33,57,8,36,2,26,51,20,47,31,55,39,13,38,5,7,49,45,37,50,1,48,58,61,54,43,15,27,60,6,52,16,44,0,21,59,22,9,40,42,41,23,24,28,10,32,25,63,62,53,18,14,3,29,19,17,46,4,35,56,11,30,34,12
49,23,33,24,57,36,61,56,13,19,28,38,58,21,62,46,1,17,44,53,31,45,6,41,18,63,2,10,8,59,60,5,50,37,4,35,47,48,51,29,14,34,0,20,32,16,39,27,26,3,25,15,9,42,52,12,43,22,40,30,7,54,11,55
36,32,3,16,53,17,54,2,29,50,42,21,62,23,10,14,31,22,5,24,11,63,45,6,4,61,40,48,18,13,33,38,44,9,52,8,30,58,7,1,60,35,37,19,57,47,34,15,39,49,43,26,27,59,25,55,0,51,12,41,20,56,28,46
27,48,43,25,39,24,31,56,62,44,2,1,5,47,29,28,61,20,13,22,58,36,7,40,54,18,30,3,50,14,42,4,41,51,26,37,57,0,12,38,17,19,16,35,63,46,59,15,23,53,10,11,55,34,6,9,21,32,60,45,8,52,33,49
31,47,7,4,33,55,24,52,5,0,25,41,54,29,20,53,39,48,9,13,32,15,35,8,10,18,51,14,44,19,21,40,57,56,17,12,6,62,36,37,11,27,34,45,23,16,30,46,22,43,26,50,28,38,59,49,61,1,58,63,60,2,42,3
16,45,17,36,62,13,49,1,14,55,18,12,56,54,33,61,7,24,4,60,8,15,22,27,37,32,46,5,51,57,52,2,31,50,6,11,38,41,3,10,58,20,35,26,9,59,53,44,34,30,47,42,28,21,39,63,0,29,23,43,48,19,25,40
40,44,19,17,51,35,36,52,26,20,23,1,0,57,4,56,49,27,22,61,7,12,33,60,59,6,29,2,30,5,55,32,38,14,50,11,58,47,46,53,16,21,39,37,48,15,43,31,34,41,62,18,3,10,45,9,24,8,25,54,63,28,13,42
1,44,3,19,0,32,6,10,43,4,17,21,55,35,39,24,42,61,8,14,9,57,47,54,62,26,58,34,48,33,25,29,18,20,30,59,7,23,46,37,16,28,56,2,12,15,11,27,5,50,60,40,63,31,49,52,45,36,41,51,13,22,53,38
6,13,20,38,21,18,59,14,46,53,57,25,56,23,22,15,34,40,3,16,58,12,61,42,39,41,54,27,29,5,44,24,50,52,2,7,51,32,30,62,55,36,45,8,9,63,10,60,4,11,48,37,49,47,26,31,0,17,1,33,28,43,19,35
49,11,47,6,0,39,33,41,37,54,34,20,35,28,13,14,21,60,8,5,19,40,55,3,58,48,59,4,30,27,42,51,25,52,16,10,23,43,53,7,32,56,45,38,15,22,17,2,57,12,50,36,31,1,44,62,9,24,18,61,46,63,26,29
54,55,29,24,1,41,42,20,60,40,26,58,0,19,9,56,63,35,38,6,51,27,62,45,33,8,50,18,17,31,30,16,39,57,22,46,4,44,61,5,13,36,12,49,43,21,23,3,32,47,15,34,10,53,7,48,59,28,37,14,52,11,2,25
60,59,1,12,27,36,18,22,33,61,3,32,40,8,50,34,42,28,7,47,25,16,29,58,30,0,45,55,63,48,31,49,54,23,20,6,10,37,5,53,52,15,13,38,46,24,62,19,39,26,21,56,11,51,57,43,9,17,44,41,35,4,2,14
57,49,50,9,16,15,63,39,3,29,59,56,46,45,43,40,12,60,41,44,8,35,33,47,54,37,2,34,53,61,28,27,13,14,48,23,51,22,30,18,26,11,4,38,42,0,31,62,6,55,24,19,1,52,17,20,25,10,58,36,5,21,7,32
