3,33,26,50,45,44,19,1,39,18,29,20,48,17,62,9,43,2,0,54,49,35,15,28,27,10,11,51,59,63,40,47,14,60,7,31,16,32,25,4,13,30,41,12,57,42,38,56,24,5,37,6,55,22,36,53,34,46,61,58,21,23,52,8
41,14,51,8,60,16,24,33,30,7,21,46,52,44,58,2,55,39,3,5,9,42,37,59,43,45,19,4,15,48,40,36,27,38,11,32,20,47,61,26,13,54,50,28,6,25,53,49,34,23,10,18,29,62,17,22,0,63,56,35,57,31,1,12
7,22,31,23,62,38,48,54,51,11,26,25,2,33,61,3,8,59,24,45,1,44,27,5,17,19,14,46,56,58,4,41,30,42,12,0,43,13,6,20,36,63,49,40,55,52,37,32,47,34,39,21,16,60,28,53,15,35,10,18,9,50,57,29
37,5,16,21,20,25,18,43,51,3,45,47,52,48,7,42,8,19,50,30,57,40,2,49,11,9,61,56,63,62,17,31,60,1,4,35,24,6,33,55,12,53,59,36,34,13,41,54,46,23,27,10,14,15,44,28,32,26,0,58,29,38,22,39
46,0,47,62,60,52,45,63,44,35,59,48,26,49,28,54,61,50,32,40,21,51,8,12,57,38,17,42,36,6,4,11,55,14,24,37,27,58,23,29,53,19,30,31,33,10,2,16,13,18,5,22,15,41,7,3,25,1,9,56,34,20,39,43
53,10,35,18,62,13,46,7,33,26,21,52,5,11,58,2,27,22,42,8,50,24,60,12,9,17,30,36,1,3,41,54,6,40,15,20,61,59,44,39,29,55,51,25,49,45,0,28,19,38,63,47,23,56,4,43,16,37,48,14,34,31,57,32
49,57,63,3,31,33,15,59,40,4,32,5,26,16,14,19,7,50,6,42,17,10,21,0,54,28,38,30,39,55,43,58,45,51,60,8,34,9,62,23,12,29,24,25,52,36,46,22,1,20,11,53,61,37,35,13,44,56,27,2,47,41,48,18
30,38,60,17,13,54,46,9,1,26,14,4,56,53,37,58,18,15,11,47,23,22,51,29,40,16,62,48,2,43,20,33,27,42,28,39,35,32,21,36,19,0,63,49,31,3,50,24,25,6,45,52,44,12,55,57,61,8,34,10,41,7,5,59
4,41,13,62,25,47,27,34,5,6,63,11,18,2,54,44,58,52,53,19,8,10,38,61,40,28,20,21,23,12,1,36,31,42,48,22,15,0,7,50,45,51,24,30,35,59,26,57,43,32,49,14,16,37,17,60,9,29,39,3,56,33,46,55
24,44,33,38,32,48,3,10,16,55,6,41,35,46,62,51,49,37,61,63,30,8,1,4,9,29,52,40,27,21,17,56,31,2,19,59,23,5,45,14,11,25,53,15,18,39,26,36,60,12,7,47,34,0,20,54,50,22,13,58,43,57,28,42
56,10,17,38,7,32,22,49,41,44,52,55,12,23,24,45,15,4,43,6,14,26,62,0,1,59,34,37,39,9,31,36,35,8,18,40,51,29,11,46,61,20,27,53,57,48,19,33,21,5,25,54,28,42,58,47,50,60,2,30,16,13,63,3
54,52,60,34,30,31,56,23,49,10,0,38,32,33,58,11,55,20,2,26,3,61,40,5,44,45,4,22,41,53,59,51,63,16,24,42,36,19,39,6,21,50,25,47,7,1,43,62,17,15,37,29,14,35,18,9,27,46,28,12,57,8,48,13
18,46,25,28,37,54,10,19,30,8,59,45,24,41,57,9,56,4,12,36,39,17,51,38,48,55,27,29,13,61,63,0,49,62,14,34,43,31,47,2,60,3,58,1,50,40,6,52,35,15,16,23,33,44,7,26,22,53,21,42,11,32,20,5
20,13,17,23,18,9,12,31,43,46,59,47,27,52,37,28,8,10,40,42,6,26,29,2,0,16,63,56,54,33,25,48,35,36,55,24,41,53,32,21,15,4,51,61,62,34,49,3,45,39,14,30,60,22,1,7,19,44,57,5,58,50,11,38
15,32,7,3,23,34,42,8,38,51,40,36,55,1,54,39,20,27,19,2,46,9,37,49,11,0,48,59,29,52,45,63,58,21,50,17,26,5,53,57,60,13,44,30,35,24,28,22,62,6,43,4,33,25,10,61,41,47,56,18,14,31,12,16
